_id,County Code,Perm ID,Facility Name,City,Building Nbr,Building Name,Building Status,SPC Rating *,Building URL,Height (ft),Stories,Building Code,Building Code Year,Year Completed,AB 1882 Notice,Latitude,Longitude,Count
712,19 - Los Angeles,11441,Adventist Health White Memorial Montebello,Montebello,BLD-00616,Accounting & Respiratory Therapy (IV),OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=57HIS&capID2=00000&capID3=00010&agencyCode=OSHPD,16.5,1,1955 Uniform Building Code (UBC),1955,1957,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.0150566,-118.1006393,1
713,19 - Los Angeles,11441,Adventist Health White Memorial Montebello,Montebello,BLD-00617,Emerson Wing - Nursing Unit (V) - Structurally connected to BLD-00614,OSHPD 1-Not an Independent Building,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=66HIS&capID2=00000&capID3=00008&agencyCode=OSHPD,,1,1964 Uniform Building Code (UBC),1964,1966,,34.0150566,-118.1006393,1
714,19 - Los Angeles,11441,Adventist Health White Memorial Montebello,Montebello,BLD-00618,Main Building North (Block VI),OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=72HIS&capID2=00000&capID3=00028&agencyCode=OSHPD,15,1,1967 Uniform Building Code (UBC),1967,1972,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.0150566,-118.1006393,1
715,19 - Los Angeles,11441,Adventist Health White Memorial Montebello,Montebello,BLD-00619,Canopy (Block VII),OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,,1,1976 California Building Code (CBC),1976,1979,,34.0150566,-118.1006393,1
716,19 - Los Angeles,11441,Adventist Health White Memorial Montebello,Montebello,BLD-00620,OB Addition (Block VIII),OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=89HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,15,1,1982 California Building Code (CBC),1982,1989,,34.0150566,-118.1006393,1
717,19 - Los Angeles,11441,Adventist Health White Memorial Montebello,Montebello,BLD-00621,MRI Facility (Block IX),OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=98HIS&capID2=00000&capID3=00009&agencyCode=OSHPD,,1,1992 California Building Code (CBC),1992,1998,,34.0150566,-118.1006393,1
718,19 - Los Angeles,11441,Adventist Health White Memorial Montebello,Montebello,BLD-03872,Main/Utility/Tower (Block VI),OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=72HIS&capID2=00000&capID3=00077&agencyCode=OSHPD,69.67,5,1967 Uniform Building Code (UBC),1967,1972,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.0150566,-118.1006393,1
719,19 - Los Angeles,11441,Adventist Health White Memorial Montebello,Montebello,BLD-05504,Central Plant and Ambulance Area,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=00BHC&agencyCode=OSHPD,,1,1967 Uniform Building Code (UBC),1967,1972,,34.0150566,-118.1006393,1
720,19 - Los Angeles,11441,Adventist Health White Memorial Montebello,Montebello,BLD-06415,Equipment Yard – Hot Water System,OSHPD 1-Equipment Yard,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=18CAP&capID2=00000&capID3=009GS&agencyCode=OSHPD,,,1949 Uniform Building Code (UBC),1949,1952,,34.0150566,-118.1006393,1
721,19 - Los Angeles,11441,Adventist Health White Memorial Montebello,Montebello,BLD-06729,Ambulance Canopy,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=21CAP&capID2=00000&capID3=000PL&agencyCode=OSHPD,14.98,1,2013 California Building Code (CBC),2013,2019,,34.0150566,-118.1006393,1
722,19 - Los Angeles,11386,Alhambra Hospital Medical Center,Alhambra,BLD-00722,Hospital,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=71HIS&capID2=00000&capID3=00021&agencyCode=OSHPD,64,5,1967 Uniform Building Code (UBC),1967,1971,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.0904846,-118.1440964,1
723,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-00737,Original Hospital,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=54HIS&capID2=00000&capID3=00002&agencyCode=OSHPD,34.5,3,1952 County of Los Angeles (LAC),1952,1954,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.6877708,-118.1579819,1
724,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-00738,Storeroom Addition,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=58HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,12.05,1,1956 County of Los Angeles (LAC),1956,1958,,34.6877708,-118.1579819,1
725,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-00739,East Wing Addition,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=60HIS&capID2=00000&capID3=00014&agencyCode=OSHPD,34.5,3,1959 County of Los Angeles (LAC),1959,1960,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.6877708,-118.1579819,1
726,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-00740,Dining Room Addition,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=61HIS&capID2=00000&capID3=00008&agencyCode=OSHPD,11.5,1,1960 County of Los Angeles (LAC),1960,1961,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.6877708,-118.1579819,1
727,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-00741,Cobalt Addition,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=65HIS&capID2=00000&capID3=00010&agencyCode=OSHPD,11,1,1964 County of Los Angeles (LAC),1964,1965,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.6877708,-118.1579819,1
728,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-00742,Hospital Addition,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00014&agencyCode=OSHPD,23,2,1973 California Building Code (CBC),1973,1979,,34.6877708,-118.1579819,1
729,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-00743,Central Plant,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00015&agencyCode=OSHPD,22.37,1,1973 California Building Code (CBC),1973,1979,,34.6877708,-118.1579819,1
730,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-00744,Emergency Room Addition - Structurally connected to BLD-00746,OSHPD 1-Not an Independent Building,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=97HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,,1,1995 California Building Code (CBC),1995,1997,,34.6877708,-118.1579819,1
731,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-00745,Storage Building,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00016&agencyCode=OSHPD,14.88,1,1973 California Building Code (CBC),1973,1979,,34.6877708,-118.1579819,1
732,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-00746,Hospital Tower Addition,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=92HIS&capID2=00000&capID3=00014&agencyCode=OSHPD,,5,1982 California Building Code (CBC),1982,1992,,34.6877708,-118.1579819,1
733,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-00747,Central Plant Addition,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=92HIS&capID2=00000&capID3=00015&agencyCode=OSHPD,28.9,2,1982 California Building Code (CBC),1982,1992,,34.6877708,-118.1579819,1
734,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-00748,Entrance Addition - Structurally connected to BLD-00742,OSHPD 1-Not an Independent Building,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=92HIS&capID2=00000&capID3=00016&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1992,,34.6877708,-118.1579819,1
735,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-00749,Kitchen and Dining Additions (west side addition) - Structurally connected to BLD-02621,OSHPD 1-Not an Independent Building,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=92HIS&capID2=00000&capID3=00017&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1992,,34.6877708,-118.1579819,1
736,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-00750,Storeroom & Dock Addition - Structurally connected to BLD-00738,OSHPD 1-Not an Independent Building,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=92HIS&capID2=00000&capID3=00018&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1992,,34.6877708,-118.1579819,1
737,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-02621,Kitchen Addition,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=79HIS&capID2=00000&capID3=00042&agencyCode=OSHPD,11.5,1,1973 California Building Code (CBC),1973,1979,,34.6877708,-118.1579819,1
738,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-02804,New Women's and Children's Hospital,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00117&agencyCode=OSHPD,31.04,1,1995 California Building Code (CBC),1995,2007,,34.6877708,-118.1579819,1
739,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-02805,New WCH Central Plant,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00118&agencyCode=OSHPD,12.5,1,1995 California Building Code (CBC),1995,2001,,34.6877708,-118.1579819,1
740,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-03486,Northeast Canopy,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00422&agencyCode=OSHPD,,,1973 California Building Code (CBC),1973,1975,,34.6877708,-118.1579819,1
741,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-05484,Kitchen and Dining Additions (east side addition) - Structurally connected to BLD-02621,OSHPD 1-Not an Independent Building,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=12CAP&capID2=00000&capID3=00A3P&agencyCode=OSHPD,,1,1982 California Building Code (CBC),1982,1992,,34.6877708,-118.1579819,1
742,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-05708,New Women's and Children's Hospital Canopy,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=13CAP&capID2=00000&capID3=00DC4&agencyCode=OSHPD,12,1,1998 California Building Code (CBC),1998,2007,,34.6877708,-118.1579819,1
743,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-05709,New Women's and Children's Hospital Electrical Room,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=13CAP&capID2=00000&capID3=00DC5&agencyCode=OSHPD,10,1,1998 California Building Code (CBC),1998,2007,,34.6877708,-118.1579819,1
744,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-05711,New Women's and Children's Hospital LOX Tank,OSHPD 1-Equipment Yard,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=13CAP&capID2=00000&capID3=00DCE&agencyCode=OSHPD,,,1998 California Building Code (CBC),1998,2007,,34.6877708,-118.1579819,1
745,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-06091,Central Plant Tunnel,OSHPD 1-Tunnels,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=16CAP&capID2=00000&capID3=006KT&agencyCode=OSHPD,,,1973 California Building Code (CBC),1973,1979,,34.6877708,-118.1579819,1
746,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-06107,Entrance Canopy,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=16CAP&capID2=00000&capID3=007H0&agencyCode=OSHPD,23.25,1,2001 California Building Code (CBC),2001,2013,,34.6877708,-118.1579819,1
747,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-06108,Central Plant Addition - West,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=16CAP&capID2=00000&capID3=007H1&agencyCode=OSHPD,16.33,1,2001 California Building Code (CBC),2001,2015,,34.6877708,-118.1579819,1
748,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-06501,Prefabricated ED Addition,OSHPD 1-In Service,5,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=19CAP&capID2=00000&capID3=005GM&agencyCode=OSHPD,12,1,2016 California Building Code (CBC),2016,2024,Earthquake Resilient,34.6877708,-118.1579819,1
749,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-06646,Replacement Hospital,OSHPD 1-Proposed,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=20CAP&capID2=00000&capID3=005MC&agencyCode=OSHPD,,,2019 California Building Code (CBC),2019,,,34.6877708,-118.1579819,1
750,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-06647,Main Entry Canopy,OSHPD 1-Proposed,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=20CAP&capID2=00000&capID3=005MD&agencyCode=OSHPD,,1,2019 California Building Code (CBC),2019,,,34.6877708,-118.1579819,1
751,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-06648,Emergency Entrance Canopy,OSHPD 1-Proposed,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=20CAP&capID2=00000&capID3=005ME&agencyCode=OSHPD,,1,2019 California Building Code (CBC),2019,,,34.6877708,-118.1579819,1
752,19 - Los Angeles,11399,Antelope Valley Medical Center,Lancaster,BLD-06650,Central Utility Plant,OSHPD 1-Proposed,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=20CAP&capID2=00000&capID3=005MG&agencyCode=OSHPD,,,2019 California Building Code (CBC),2019,,,34.6877708,-118.1579819,1
753,19 - Los Angeles,11417,Barlow Respiratory Hospital,Los Angeles,BLD-00730,Outpatient Clinic & Lab Addition,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00500&agencyCode=OSHPD,23,2,1976 California Building Code (CBC),1976,1980,,34.0754242,-118.2474213,1
754,19 - Los Angeles,11417,Barlow Respiratory Hospital,Los Angeles,BLD-00731,Dining/Kitchen Building & Additions (1902),OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=02HIS&capID2=00000&capID3=00038&agencyCode=OSHPD,12,1,Unknown,,1902,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.0754242,-118.2474213,1
755,19 - Los Angeles,11417,Barlow Respiratory Hospital,Los Angeles,BLD-00732,1927 Addition (Original Building),OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=27HIS&capID2=00000&capID3=00000&agencyCode=OSHPD,21.85,2,Unknown,,1927,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.0754242,-118.2474213,1
756,19 - Los Angeles,11417,Barlow Respiratory Hospital,Los Angeles,BLD-00733,"1974 Addition ""A""",OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=74HIS&capID2=00000&capID3=00014&agencyCode=OSHPD,21.85,2,1970 City of Los Angeles (COLA),1970,1974,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.0754242,-118.2474213,1
757,19 - Los Angeles,11417,Barlow Respiratory Hospital,Los Angeles,BLD-02707,"1974 Addition ""B""",OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=74HIS&capID2=00000&capID3=00050&agencyCode=OSHPD,21.85,2,1961 City of Los Angeles (COLA),1961,1974,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.0754242,-118.2474213,1
758,19 - Los Angeles,11417,Barlow Respiratory Hospital,Los Angeles,BLD-02708,"1974 Addition ""C""",OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=74HIS&capID2=00000&capID3=00051&agencyCode=OSHPD,21.85,2,1971 City of Los Angeles (COLA),1971,1974,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.0754242,-118.2474213,1
759,19 - Los Angeles,11417,Barlow Respiratory Hospital,Los Angeles,BLD-03010,Outpatient Clinic & Lab Addition,OSHPD 1-In Service,4,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=80HIS&capID2=00000&capID3=00541&agencyCode=OSHPD,11,1,1976 California Building Code (CBC),1976,1980,,34.0754242,-118.2474213,1
760,19 - Los Angeles,11417,Barlow Respiratory Hospital,Los Angeles,BLD-06457,Utility Building,OSHPD 1-Proposed,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=19CAP&capID2=00000&capID3=000UR&agencyCode=OSHPD,,1,2016 California Building Code (CBC),2016,,,34.0754242,-118.2474213,1
761,19 - Los Angeles,11417,Barlow Respiratory Hospital,Los Angeles,BLD-06489,Entry Canopy,OSHPD 1-Under Construction,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=19CAP&capID2=00000&capID3=003UK&agencyCode=OSHPD,,1,2016 California Building Code (CBC),2016,,,34.0754242,-118.2474213,1
762,19 - Los Angeles,11417,Barlow Respiratory Hospital,Los Angeles,BLD-06490,Rear Canopy,OSHPD 1-Under Construction,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=19CAP&capID2=00000&capID3=003UL&agencyCode=OSHPD,,1,2016 California Building Code (CBC),2016,,,34.0754242,-118.2474213,1
763,19 - Los Angeles,11417,Barlow Respiratory Hospital,Los Angeles,BLD-06717,Emergency Generator Yard,OSHPD 1-Proposed,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=20CAP&capID2=00000&capID3=00BTT&agencyCode=OSHPD,,,2016 California Building Code (CBC),2016,,,34.0754242,-118.2474213,1
764,19 - Los Angeles,11417,Barlow Respiratory Hospital,Los Angeles,BLD-06718,Above Ground Water Tank,OSHPD 1-Proposed,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=20CAP&capID2=00000&capID3=00BTU&agencyCode=OSHPD,,,2016 California Building Code (CBC),2016,,,34.0754242,-118.2474213,1
765,19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-00622,Tibbitts Tower A,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=83HIS&capID2=00000&capID3=00016&agencyCode=OSHPD,,8,1979 California Building Code (CBC),1979,1987,,34.0371506,-118.2654666,1
766,19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-00623,Tibbitts Tower B,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=83HIS&capID2=00000&capID3=00017&agencyCode=OSHPD,,9,1979 California Building Code (CBC),1979,1987,,34.0371506,-118.2654666,1
767,19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-00625,D & T Building,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=69HIS&capID2=00000&capID3=00009&agencyCode=OSHPD,74,5,1967 City of Los Angeles (COLA),1967,1969,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.0371506,-118.2654666,1
768,19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-00626,1963 Central Plant,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=63HIS&capID2=00000&capID3=00005&agencyCode=OSHPD,23,1,1962 City of Los Angeles (COLA),1962,1963,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.0371506,-118.2654666,1
769,19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-00627,1969 Central Plant,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=69HIS&capID2=00000&capID3=00010&agencyCode=OSHPD,20,1,1968 City of Los Angeles (COLA),1968,1969,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.0371506,-118.2654666,1
770,19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-00628,1964 Tower,OSHPD 1-In Service,1,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=64HIS&capID2=00000&capID3=00012&agencyCode=OSHPD,139,9,1963 City of Los Angeles (COLA),1963,1964,,34.0371506,-118.2654666,1
771,19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-03122,Lobby,OSHPD 1-In Service,3,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=83HIS&capID2=00000&capID3=00053&agencyCode=OSHPD,,1,1979 California Building Code (CBC),1979,1987,,34.0371506,-118.2654666,1
772,19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-03212,Emergency Department and Women's Services,OSHPD 1-Under Construction,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00238&agencyCode=OSHPD,,4,2013 California Building Code (CBC),2013,,,34.0371506,-118.2654666,1
773,19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-03213,Stair Tower,OSHPD 1-Under Construction,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00239&agencyCode=OSHPD,,8,2013 California Building Code (CBC),2013,,,34.0371506,-118.2654666,1
774,19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-03214,Entry Canopy,OSHPD 1-Under Construction,5s,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00240&agencyCode=OSHPD,,1,2013 California Building Code (CBC),2013,,,34.0371506,-118.2654666,1
775,19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,Los Angeles,BLD-06543,Cooling Tower Platform,OSHPD 1-Not a Building Structure,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=19CAP&capID2=00000&capID3=0080K&agencyCode=OSHPD,25,1,1979 California Building Code (CBC),1979,1987,,34.0371506,-118.2654666,1
776,19 - Los Angeles,12874,"California Rehabilitation Institute, LLC",Los Angeles,BLD-00940,Main Hospital,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=66HIS&capID2=00000&capID3=00014&agencyCode=OSHPD,145.42,12,1964 City of Los Angeles (COLA),1964,1966,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.0592079,-118.4115448,1
777,19 - Los Angeles,12874,"California Rehabilitation Institute, LLC",Los Angeles,BLD-02910,LOX Yard,OSHPD 1-Equipment Yard,N/A,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=73HIS&capID2=00000&capID3=00147&agencyCode=OSHPD,,,2013 California Building Code (CBC),2013,2016,,34.0592079,-118.4115448,1
778,19 - Los Angeles,12874,"California Rehabilitation Institute, LLC",Los Angeles,BLD-03876,Trigen Central Plant,OSHPD 1-In Service,2,https://esp.oshpd.ca.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Permits&TabName=Permits&capID1=67HIS&capID2=00000&capID3=00046&agencyCode=OSHPD,27,2,1964 City of Los Angeles (COLA),1964,1967,"This building does not significantly jeopardize life, but may not be repairable or functional following an earthquake.",34.0592079,-118.4115448,1
